1, 0.001000, 1732215002
2, 0.002000, 1732215002
3, 0.003000, 1732215002
4, 0.003000, 1732215002
1, 0.001000, 1732215036
2, 0.002000, 1732215036
3, 0.003000, 1732215036
4, 0.003000, 1732215036
1, 0.001000, 1732215076
2, 0.002000, 1732215076
3, 0.003000, 1732215076
4, 0.003000, 1732215081
1, 0.001000, 1732215205
2, 0.002000, 1732215205
3, 0.003000, 1732215205
4, 0.003000, 1732215210
1, 0.001000, 1732215232
2, 0.002000, 1732215232
3, 0.003000, 1732215232
4, 0.003000, 1732215237
1, 0.001000, 1732215256
2, 0.002000, 1732215256
3, 0.003000, 1732215256
4, 0.003000, 1732215261
1, 0.001000, 1732215473
2, 0.002000, 1732215473
3, 0.003000, 1732215473
4, 0.003000, 1732215478
1, 0.001000, 1732215659
2, 0.002000, 1732215659
3, 0.003000, 1732215659
4, 0.003000, 1732215664
1, 0.001000, 1732215749
2, 0.002000, 1732215749
3, 0.003000, 1732215749
4, 0.003000, 1732215754
1, 0.001000, 1732215783
2, 0.002000, 1732215783
3, 0.003000, 1732215783
4, 0.003000, 1732215788
1, 0.001000, 1732215835
2, 0.002000, 1732215835
3, 0.003000, 1732215835
4, 0.003000, 1732215840
1, 0.001000, 1732215956
2, 0.002000, 1732215956
3, 0.003000, 1732215956
4, 0.003000, 1732215961
1, 0.001000, 1732215982
2, 0.002000, 1732215982
3, 0.003000, 1732215982
4, 0.003000, 1732215987
1, 0.001000, 1732216046
2, 0.002000, 1732216046
3, 0.003000, 1732216046
4, 0.003000, 1732216051
1, 0.001000, 1732216072
2, 0.002000, 1732216072
3, 0.003000, 1732216072
4, 0.003000, 1732216077
1, 0.001000, 1732216120
2, 0.002000, 1732216120
3, 0.003000, 1732216120
4, 0.003000, 1732216125
1, 0.001000, 1732216161
2, 0.002000, 1732216161
3, 0.003000, 1732216161
1, 0.001000, 1732216211
2, 0.002000, 1732216211
3, 0.003000, 1732216211
4, 0.003000, 1732216216
1, 0.001000, 1732216226
2, 0.002000, 1732216226
3, 0.003000, 1732216226
4, 0.003000, 1732216227
1, 0.001000, 1732216231
2, 0.002000, 1732216231
3, 0.003000, 1732216231
4, 0.003000, 1732216232
1, 0.001000, 1732216280
2, 0.002000, 1732216280
3, 0.003000, 1732216280
4, 0.003000, 1732216281
1, 0.001000, 1732216301
2, 0.002000, 1732216301
3, 0.003000, 1732216301
4, 0.003000, 1732216302
1, 0.001000, 1732216407
2, 0.002000, 1732216407
3, 0.003000, 1732216407
4, 0.003000, 1732216408
1, 0.001000, 1732216425
2, 0.002000, 1732216436
3, 0.003000, 1732216438
4, 0.003000, 1732216444
1, 0.001000, 1732216469
2, 0.002000, 1732216469
3, 0.003000, 1732216469
4, 0.003000, 1732216470
1, 0.001000, 1732216477
2, 0.002000, 1732216477
3, 0.003000, 1732216477
4, 0.003000, 1732216478
1, 0.001000, 1732216484
2, 0.002000, 1732216484
3, 0.003000, 1732216484
4, 0.003000, 1732216484
1, 0.001000, 1732216486
2, 0.002000, 1732216486
3, 0.003000, 1732216486
4, 0.003000, 1732216486
1, 0.001000, 1732216487
2, 0.002000, 1732216487
3, 0.003000, 1732216487
4, 0.003000, 1732216487
1, 0.001000, 1732216499
2, 0.002000, 1732216499
3, 0.003000, 1732216499
4, 0.003000, 1732216499
1, 0.001000, 1732216623
